﻿name,lyric
手心的薔薇(& ),妳眼眶超載的眼淚 乘客是絕望和心碎我可以看見 妳忍住傷悲那一雙愛笑眼睛不適合皺眉[棋]你目光獨有的溫暖 是不會熄滅的明天我可以感覺 你沒有說出口的安慰遠比我失去的更加珍貴[傑]手心的薔薇[棋]刺傷而不自覺[傑]妳值得被疼愛[棋]你懂我的期待[傑]絢爛後枯萎[棋]經過幾個圓缺[合]有我(你)在[棋]你埋藏的薔薇[傑]妳動人的香味[棋]是最好的[合]你(妳) 陪我 盼我 接受世界[合]不完美 另一面 多美[傑 (棋)]指紋寫下所有遇見 妳留著心碎那一頁(心碎那一頁)驕傲的展現 妳真無所謂(無所謂)偶爾放縱的淚像洶湧的海水[棋 ]我學著一個人存在(I'm here)關上燈比較不孤單(不讓你孤單)你給的力量 讓我在夜裡安心入睡 (別怕黑夜)就算沒有人心疼我的淚 (有個人心疼妳的淚)[傑]手心的薔薇[棋]刺傷而不自覺[傑]妳值得被疼愛[棋]你懂我的期待[傑]絢爛後枯萎[棋]經過幾個圓缺[合]有我(你)在[棋]你埋藏的薔薇[傑]妳動人的香味[棋]是最好的[合]你(妳) 陪我 盼我 接受世界[合]不完美 另一面 多美[傑]手心的薔薇 是帶刺的紀念[傑]整理好眼淚 I am here[合]陪妳(陪我) 盼妳(盼我) 接受世界 太虛偽 太善變 不完美[合]天會黑 心會累 yeah yeah 有我(你)在 什麼都 無畏[傑(棋)]別害怕(握太緊)放手(薔薇)[合]傷痕纍纍[合]這世界 有妳(有你) 無畏------------------------------------------------------手心的薔薇傑 & 鳳傑rence Teo傑:妳眼眶超載的眼淚乘客是絕望和心碎我可以看見 妳忍住傷悲那一雙愛笑眼睛不適合皺眉你目光獨有的溫暖是不會熄滅的明天我可以感覺 你沒有說出口的安慰遠比我失去的更加珍貴手心的薔薇刺傷而不自覺妳值得被疼愛你懂我的期待絢爛後枯萎經過幾個圓缺有我(你)在你埋藏的薔薇妳動人的香味是最好的你(妳) 陪我 盼我 接受世界不完美 另一面 多美指紋寫下所有遇見妳留著心碎那一頁驕傲的展現 妳真無所謂(無所謂)偶爾放縱的淚像洶湧的海水我學著一個人存在(I'm here)關上燈比較不孤單(不讓你孤單)你給的力量 讓我在夜裡安心入睡 (別怕黑夜)就算沒有人心疼我的淚 (有個人心疼妳的淚)手心的薔薇刺傷而不自覺妳值得被疼愛你懂我的期待絢爛後枯萎經過幾個圓缺 有我(你)在你埋藏的薔薇妳動人的香味是最好的你(妳) 陪我 盼我 接受世界不完美 另一面 多美手心的薔薇woo是帶刺的紀念wo整理好眼淚 I am here 陪我(陪你) 盼我(盼你) 接受世界 太虛偽 太善變 不完美天會黑 心會累 yeah yeah有我(你)在 什麼都 無畏別害怕(握太緊)放手(薔薇) 傷痕纍纍這世界 有妳(有你) 無畏
握不住的他(The Taste of Love),銀白色月牙 映照著腳ㄚ一吋吋 一遍遍 親吻浪花泥沙掙扎 浸濕眼角剎那 和著眼淚 分不清呀你給的說法 說走到分岔又無力 又疲倦 付出愛的代價無力自拔 心放不下勉強 愛的盈缺 變成時差愛情不只玫瑰花 還有不安的懲罰快樂呀 誤解呀 隨著時間都會增長退潮的愛像刀疤 傷過給一個說法放了才能夠快樂 讓心好好休息一下握不住的他 放下也罷  在  你給的說法 說走到分岔又無力 又疲倦 付出愛的代價無力自拔 心放不下勉強 愛的盈缺 變成時差愛情不只玫瑰花 還有不安的懲罰快樂呀 誤解呀 隨著時間都會增長退潮的愛像刀疤 傷過給一個說法放了才能夠快樂 讓心好好休息一下握不住的沙 放下也罷愛情不只玫瑰花 還有不安的懲罰快樂呀 誤解呀 隨著時間都會增長退潮的愛像刀疤 傷過給一個說法放了才能夠快樂 讓心好好休息一下放了才能夠快樂 讓心好好休息一下握不住的沙 放下也罷握不住的他 放下也罷[ti:握不住的他]
故事細膩(Romantic Mystery),燈火光影 街道人群 誰被誰吸引窗臺風鈴 我在咖啡廳 為你彈琴這種街燈 這種氣氛這種人生 這樣一座 山城這種教堂 這種石牆這種藤蔓 你我 走在 街上Girl we were once a Romantic Mystery,oh your touch 向日葵裡的秘密相愛原來是種默契故事細膩 Romantic Mystery神秘 抽象是一種情緒油畫鮮豔了 所有回憶故事在彎曲 流蘇在搖曳我們相戀的 結局美麗如果可以 愛像雨季 痛快想你這種沙灘 這種浪漫 這種印象 狠狠愛你 一場  在  這種橋樑 這種村莊 這種月光 讓愛有畫 面感Tu es Ma Misterieuse Romance Je t'aime(你是我的Romantic Mystery, 我愛你)Ta beauté, je ne L'oublierai Jamais, Jamais(你的美麗，我永遠永遠無法忘懷)隔著距離 Romantic Mystery在想你 如果一切都繼續到處是愛你的證據我想或許你Romantic Mystery甜蜜 我於是拿起筆清楚的描繪 如何愛你淡淡的香氣 小小的茉莉那愛情一點 都不憂鬱我又繼續 為你彈琴 解釋命運Autant En Emporte Le Vent(隨風而逝)Gone with the wind
故事細膩,燈火光影 街道人群 誰被誰吸引窗臺風鈴 我在咖啡廳 為你彈琴這種街燈 這種氣氛這種人生 這樣一座 山城這種教堂 這種石牆這種藤蔓 你我 走在 街上Girl we were once a Romantic Mystery,oh your touch 向日葵裡的秘密相愛原來是種默契故事細膩 Romantic Mystery神秘 抽象是一種情緒油畫鮮豔了 所有回憶故事在彎曲 流蘇在搖曳我們相戀的 結局美麗如果可以 愛像雨季 痛快想你  在  這種沙灘 這種浪漫 這種印象 狠狠愛你 一場這種橋樑 這種村莊 這種月光 讓愛有畫 面感Tu es Ma Misterieuse Romance Je t'aime(你是我的Romantic Mystery, 我愛你)Ta beauté, je ne L'oublierai Jamais, Jamais(你的美麗，我永遠無法忘懷，忘懷)隔著距離 Romantic Mystery在想你 如果一切都繼續到處是愛你的證據我想或許你Romantic Mystery甜蜜 我於是拿起筆清楚的描繪 如何愛你淡淡的香氣 小小的茉莉那愛情一點 都不憂鬱我又繼續 為你彈琴 解釋命運Autant En Emporte Le Vent(隨風而逝)Gone with the wind
新地球,是一種藍色的哀愁 我醒在荒涼的地球紐約在海底的角落 陽光把大地變沙漠變了味道 人們才開始哀悼諷刺的是空氣很好 煙囪在水裡無聲飄搖沒了情調 人們為三餐奔跑一切的愛恨 都在自尋煩惱新地球 他們這麼叫臉上沒有笑 說著一口陌生腔調新地球 他們很驕傲只是眼神 有意無意的逃新地球 星星很閃耀遙遠海平面 總是一條直線 單調新地球 永遠回不到 那一年那年 被遺忘的小島  在  灰色的土地很枯燥 人們的娛樂好無聊轉圈圈 不停轉圈圈 然後摔倒地平線 眺望地平線默默祈禱 沒有颶風就好新地球 他們跑不了像是個圈套 只能庸庸碌碌到老新地球 他們的監牢只是眼神 悲傷難以去掉新地球 從頭來一遭過去的錯誤 不能一直重彈老調新地球 我卻想回到 那一年那年 被遺忘的小島
明天,晴天　太平洋的海龜　午夜　地中海的玫瑰看來　這一切都很美　明天地球毀滅問題是人們在這時候是要走還是留誰都放不下卻只有我緊緊握住一個撥出的電話我說話沒重點　一句話說三遍可是妳明白　我還有些眷念揮霍的時間　對妳的依戀不就代表我　身為人的極限  在  一切都在變化　在那些陰暗的地方人性漸漸散漫　活著只求好玩我的人生追求　絕對的感受世界走到盡頭　還有一些收穫留著一朵玫瑰　在妳的枕頭不問後不後悔　這一刻最美
星球,在遙遠星球　有一顆氣球　是我昨晚把它　放在那裡的每晚的夜空　它都會閃爍　發出來的光芒　一直提醒我＊雖然它只是一顆氣球　對我它就像真實星球　虛幻總會實現　相信我　有話要說＃我的呼吸　我的嘆息　我的話都為你說　我的努力　我的放棄　我每步都為你走　在你夢想的邊緣　總有一個人一直為你為你守候著它△我所有的　我沒有的　我一切都是你的　我得到的　我失去的　我擁有都是你的  在  　你也許無法瞭解　我給的愛已超乎我以為我能夠給的在遙遠星球　有一顆氣球　發出來的光芒　一直提醒我Repeat ＊,＃,△為你祈禱　看你睡著　平安很好　對我都很重要你的微笑　你的吵鬧　都是我　嚮往的　依靠　Yeah~~有話要說Repeat ＃,△
星空下的吻,狼口帶腥味偏愛思念那月圓的美　狐狸的虛偽它讓死亡安撫羊的悲　兔子在飢餓的老虎的牙縫中流淚　麻雀也飛來被麻醉疲累你　怎麼纏著她的美　頹廢她　等著喝乾你的血錯與對　竟然也湊在一堆　我細胞已崩潰誰大聲的哀嘆　誰會在乎要如何收場妳偏偏此刻出現　把我抽離蠻荒的世界  在  △妳要我看星空　妳說星空是無窮　想不通　心太重　夜空的繁星卻都懂　妳要我看星空　我看了仍是懵懂　妳轉身　一個吻　從今後我不再是一個人Repeat all onceRepeat △,＊
曹操,不是英雄 不讀三國若是英雄 怎麼能不懂寂寞獨自走下長板坡 月光太溫柔曹操不囉唆 一心要拿荊州用陰謀陽謀 明說暗奪的摸東漢末年分三國 烽火連天不休兒女情長 被亂世左右 誰來煮酒爾虞我詐是三國 說不清對與錯紛紛擾擾 千百年以後 一切又從頭不是英雄 不讀三國若是英雄 怎麼能不懂寂寞獨自走下長板坡 月光太溫柔曹操不囉唆 一心要拿荊州用陰謀陽謀 明說暗奪的摸  在  東漢末年分三國 烽火連天不休兒女情長 被亂世左右 誰來煮酒爾虞我詐是三國 說不清對與錯紛紛擾擾 千百年以後 一切又從頭獨自走下長板坡 月光太溫柔曹操不囉唆 一心要拿荊州用陰謀陽謀 明說暗奪的摸東漢末年分三國 烽火連天不休兒女情長 被亂世左右 誰來煮酒爾虞我詐是三國 說不清對與錯紛紛擾擾 千百年以後 一切又從頭
會有那麼一天,一九四三　世界大戰　阿嬤年輕的時候爺爺愛他那麼多　他們感情很深當時爺爺　身負重任　就在離鄉的那夜給了阿嬤一個吻　輕聲說道＃我要離去　別再哭泣　不要傷心　請你相信我　要等待　我的愛　陪你永不離開　因為會有那麼一天　我們牽著手在草原聽　鳥兒歌唱的聲音　聽我說聲　我愛你  在  夕陽西下　鳥兒回家　阿嬤躺在病床上呼吸有一點散漫　眼神卻很溫柔看著爺爺　濕透的眼　握著他粗糙的手阿嬤淚水開始流　輕聲說道Repeat ＃,＃我愛你
會讀書,燈　不能熄滅　熬過今夜　就能從書中逃回到　這個世界我　我不明白　這個年代　怎麼還能說讀好書　就會發財　好呆愛我的爸　疼我的媽　說了那麼多你們明白嗎不是要反抗　只是要你看　我不滿的地方＃讀讀讀讀讀到書想吐　好想哭　怕怕怕怕怕　老是背書　好白癡  在  　你你你你你　只會說你要第一　我就快要發羊癲瘋　不是每個人都會讀書　會讀書　不厲害讀書也不一定就會輸　不是想要說我會讀書　不在乎　我只想要　你能清楚我　我不明白　這個年代　怎麼還能說讀好書　就會發財　好呆愛我的爸　疼我的媽　說了那麼多你們明白嗎不是要反抗　只是要你看　我不滿的地方Repeat ＃　＃,＃
有夢不難,有夢不難  跟著我去闖  獨處不難  用音樂作伴這玻璃反射著  霓虹  這街道璀璨著  夜空這城市依舊繁榮  沒有了我沒什麼不同是否我根本就 平庸  我把自己看 太重我移動置身人群之中  原來我孤單的很普通該怎麼形容  腳步的沉重  沒有方向在移動久違的笑容  在問我到底  應該何去 何從沒有人能懂  也沒有觀眾  那迎面而來的夜風帶刺骨的嘲諷  而我只剩下一個夢有夢不難  跟著我去闖  獨處不難  用音樂作伴帶一把吉他  開車去沙灘  我自彈輕輕的唱背對著夕陽  心事被拉長  我微笑著在療傷緊握的夢  不願放鬆放空我的理想還不想下台一個鞠躬  一個鞠躬匆匆  失敗沒有苦衷  辛苦忍耐是基本功全力  去衝不能對音樂不忠  不讓創作  被壓抑成失控藉口  失蹤話說太多  沒有用  得不到  該有的尊重  該有的光榮  在  所有過去付出一切種種我可以用一段話來  形容挫折我不屑  而我的世界  只需要  音樂有夢不難  跟著我去闖  獨處不難  用音樂作伴機會不退讓  心碎的遺憾  也不能同個地方連跌倒的傷  傷口也要是  你努力過的模樣去想像   跟著闖我成長   一起唱去想像   跟著闖我成長  一起唱   不平凡最後放棄才叫痛  真正退縮才叫痛為夢而哭泣讓人感動  最遺憾的人生叫沒有夢不能堅持才會痛  害怕打擊才會痛逆著風勇往直前  這才是我的一貫  作風有夢不難  跟著我去闖有話慢慢講  有歌輕輕唱  我用音樂在療傷[ti:有夢不難][ar:][al:和自己對話][by:GetNoTogether]
期待你的愛,My Life 一直在等待空蕩的口袋想在裡面放　一份愛Why 總是被打敗真的好無奈其實我　實實在在不管帥不帥想要找回來　自己的節拍所以這一次我要勇敢　大聲說出來  在  期待　期待你發現我的愛無所不在　我自然而然的關懷妳的存在　心靈感應的方向我一眼就看出來是因為愛我猜　你早已發現我的愛繞幾個彎　靠越近越明白不要走開幸福的開始　就是放手去愛
木乃伊,妳說要我　死了這顆心　最好永遠　存放在埃及像木乃伊　保持著神秘　敲也敲不破　連時間都忘記妳一直嘮叨著　所謂真理　剖開了心就看到　我不是他的記憶要我節哀　雖然她不該　如果看不開　我怎麼活過來　愛木乃伊的心在燒　金字塔裡悶到老也許我自己　太在意　被拋棄  在  無法忍受　黑暗的　沉默孤寂木乃伊的心在跳　抱著希望慢慢熬我鼓起　最後的　一分力　撐下去相信真愛 就在我醒來的新世紀
未完成,現實與虛擬　愛深與愛斷這一條路　總而言之　你願意嗎風吹落最後一顆沙粒　我用盡最後一塊情感給一個真實吧　給一個　ＨＡＶＥＮ　給我
殺手,絕對的完美一雙手　不流汗也不發抖　交叉在微笑的背後　暗藏危險的輪廓　在妳最放鬆的時候　絕不帶著任何感情　就下手　從來不回頭＊☆開始的感覺不會痛　不會痛　放大的瞳孔　就像作夢　幸福的錯覺很溫暖　很包容　也許還期待　這是　致命的衝動　妳不懂　我不懂　究竟殺手為什麼存在　因為愛　還是未知的未來☆＃心情放鬆搖擺　在妳三百米之外　數著心跳等待　所有念頭全拋開　鎖進來　進來　這美麗的悲哀　這是愛　就是愛　全世界都不明白＃★心情停止搖擺　在妳三百米之外　感覺飢餓難耐　需要妳填滿空白  在  　鎖進來　進來　這美麗的悲哀　這是愛　就是愛　只有妳明白★　Repeat ＊,☆,＃,★　心情放鬆搖擺　在妳三百米之外(三百米之外)　數著心跳等待　所有念頭全拋開　鎖進來　進來　這美麗的悲哀　這是愛　就是愛　全世界都不明白(嗚～)　心情停止搖擺　在你三百米之外(三百米之外)　感覺飢餓難耐　需要妳填滿空白　鎖進來(Oh Yeah)　進來(Oh Yeah)　這美麗的悲哀　這是愛　就是愛　只有妳明白(妳明白)
殺手@續,進來　進來　進來哦～　哦～心情放鬆　在你三百米外數著心跳　所有念頭拋開心情放鬆　在你三百米外數著心跳　所有念頭拋開  在  Bye～　哦～　哦～心情放鬆搖擺在你三百米之外(三百米之外　等待)哦～　哦～
水仙,我跌進時光夢境漫遊朗讀月光去打開一個夢那裡花園的芬芳還依舊看水仙在風中擺動想起你說愛沒有盡頭但想念你的心隱隱會痛握著你的手 以為最後溫柔天亮了 天亮了 我才懂慢慢的你用愛晴朗了我慢慢的你把我孤單沒收金色燈火 倒映湖面閃爍  在  像你的微笑溫暖守候慢慢的我變成更好的我慢慢的我心遼闊了許多我笑了 我哭了 我醉了 我醒了幸福的痕跡吻過心中(愛過的痕跡永遠停留)眺望星空 你來自愛的宇宙我們約定 再重逢撥快時鐘 你就在那片綠洲陪我繼續 歌頌
江南,風到這裡就是黏　黏住過客的思念雨到了這裡纏成線　纏著我們流連人世間妳在身邊就是緣　緣分寫在三生石上面愛有萬分之一甜 寧願我就葬在這一天＊圈圈圓圓圈圈　天天年年天天的我　深深看你的臉　生氣的溫柔　埋怨的溫柔的臉＃不懂愛恨情仇煎熬的我們　都以為相愛就像風雲的善變　相信愛一天　抵過永遠　在這一剎那凍結了時間  在  △不懂怎麼表現溫柔的我們　還以為殉情只是古老的傳言　離愁能有多痛　痛有多濃　當夢被埋在江南煙雨中　心碎了才懂Repeat ＊,＃,△相信愛一天　抵過永遠　在這一剎那凍結了時間Repeat △
波間帶,是無形的存在轉速太快 撕開未來空間扭曲搖擺訊號傳開 把你找出來當幾個慌慌 幾個張張幾個夜晚 幾個讓我又忙又亂幾個荒荒 幾個唐唐  在  幾個夜晚 所以我不看不想WOO ... WOO ...YEAHWOO ...電波隔空傳來 反彈波間地帶快快快 反應不過來 WOO ...瞬間閃過現在 一分鐘的未來開開開 虛擬的接觸真的存在
流行主教,世界在我口袋　流行有我安排　最Ｉｎ的新字號　誰的眼光是最獨到　Ｅ時代的步調　驅動著我心跳　我就是風潮　流行的主教Rap ：調一調你的頻道　　　不好看就不要看　要看就看最好　　　我就是風潮　流行的主教  在  ＊往我這邊靠　識趣的才叫時髦　誰快誰上道　誰慢了就遜掉　我就是風潮　流行的主教　come on, just follow me　明天哪兒跑【我領導】Repeat　﹡　＊　＊
浪漫血液,從一個眼神 一次談心到變懂得 變熟悉從累積感動 累積回憶到最甜蜜 Wo從鬧意見 鬧情緒到傷感情 Yeah從都感覺 委屈到都好強 背對背 向悲傷走去無論再久 還是牢記無論再遠 還是關心凡是愛過 就都烙印 在記憶用失眠 去反省愛凝結成淚的軌跡學會維繫愛情 以後不用再惋惜無論再苦 還是動心無論再難 還是努力服從感性 抗拒理性不願活著心卻死去用赤裸 去熱情不預留餘地 Wo在我身上 流著浪漫血液我不要冷靜 Yeah  在  不屑逃避 Wo不怕打擊 Yeah始終相信 有真愛 將傷痛撫平 Wo無論再久 還是牢記無論再遠 還是關心凡是愛過 就都烙印 在記憶用失眠 去反省愛凝結成淚的軌跡不斷為難自己 想藉遺憾進化自己無論再苦 還是動心無論再難 還是努力服從感性 抗拒理性不願活著心卻死去用赤裸 去熱情不預留餘地 Wo在我身上 流著浪漫血液什麼傷口 都會痊癒熾熱的渴望 是勇氣在我身上 流著浪漫血液
涷結,不小心回到那一天　不小心一切又重演你如此完美的一切　竟會出現在我的世界你說話不愛說第二遍　但偏在情人節那一夜給我你心愛的項鍊　說了三次對我的愛戀我那時糊塗　不明白為何你會哭後知後覺以後　領悟＊凍結那時間　凍結初遇那一天　凍結那愛戀　凍結吻你那瞬間  在  　我也會疲倦　你的項鍊　在我身邊　帶我穿梭回從前　凍結那空間　凍結有你的世界　凍結那畫面　凍結不讓它溶解　我若是疲倦　你的項鍊　在我身邊　發光在我胸前　你的項鍊　在我身邊　陪伴著我過每一天　耶Repeat all onceRepeat ＊你的項鍊　在我身邊　發光在我胸前你的項鍊　在我身邊　陪伴著我過每一天 
演唱會前傳—忘記,感覺夢醒著　感覺心痛著感覺你不在了　誰來證明愛是存在的我們被困著　被過去騙著這一切都不一樣　世界怎麼了難道說選擇了忘記　而解放了自己是否就擁有挑戰愛情的勇氣當時光交纏在一起 成說不清的思緒我卻只要那段最美的回憶  在  memory　飄蕩如空氣明知你在那裡　卻有難以跨越的距離我們在放棄　塗白了記憶以為就可以偽裝無邪的美麗難道說選擇了忘記　而解放了自己是否就擁有挑戰愛情的勇氣當時光交纏在一起 成說不清的思緒我卻只要那段最美的回憶我卻只要那段最美的 回憶
無法克制,就讓血紅那雙唇沸騰蒼白這個人我們全都像空城需要愛來華麗變身吻到打結的眼神抱到顫抖的靈魂著了火的安全門關不住了心跳鼓聲 咚 咚 咚我無法 克制自己忍住不聞你 蘋果香的皮膚也無法 克制不去觸碰從你的耳後 滑到肩上 溫柔弧度我無法 克制不去在乎愛帶來 刺痛你的淚珠更無法 克制為你付出和世界反目 選擇一條 最難的路 Yeah~~~~Oh~~~~Yeah~~~~Oh~~~~別人口中越愚蠢在我眼裡越迷人我們的愛像星辰沒人到過誰能評論 Ho Ho Ho我無法 克制自己忍住不聞你 蘋果香的皮膚也無法 克制不去觸碰從你的耳後 滑到肩上 絕美弧度我就無法 克制不去在乎 Yeah~愛帶來 刺痛你的淚珠也無法 克制為你付出和世界反目 選擇一條 最難的險路  在  Yeah~~~~~~我無法 克制自己忍住不聞你 蘋果香的皮膚也無法 克制不去觸碰從你的耳後 滑到肩上 絕美弧度我無法 克制不去在乎 Yeah~愛帶來 刺痛你的淚珠更無法 克制為你付出和世界反目 選擇一條 最難的路 Yeah~~~~Yeah~~~~~~Wu~~~~Oh~~~~~~Oh~~~~~~Wu~~~~Heh~~~~Heh~~~~JJ-PS:謝謝.<無法克制>這首歌呢,其實當初寫的時候,我給我的工作人員聽,給我的朋友聽,他們有點兒嚇到,有點兒驚喜.他們說:'誒,這首歌不太像你的風格,不太像你自己平時會寫出來的歌.'後來其實...告訴大家一個秘密,就是其實這首歌是我在最自然的狀態,在最舒服,玩音樂的狀態,拿著一把吉他,在一個空間裡面寫出來的.所以可見,這個我自己也開始發現,說:'其實的心裡面藏著一種渴望,一種激情.'呵呵~~~~比較慢熱一點啦.嘿嘿~~~~~~那可是呢,我覺得最重要這首歌想要說的,就是表達一個,就是一種意境.就是為了愛,而去執著的一種感覺.對.(待續......)
無盡的思念,牆腳那朵枯萎的玫瑰　忘了為何要凋謝散在地上撕落的歲月　又一天　又一年　沒感覺傷痕在心田　滾燙的蔓延　煙繞過髮間　妳敷衍著抱歉(風吹破欺騙　妳無法兌現　那年的夏天　妳許下的誓言)斷了的琴弦　彈奏著從前　一起走過的路線沒有終點  在  昏黃的光線　照射陳舊的水面　映出那朵玫瑰思念的畫面tag：你走的那天　我決定不掉淚　迎風撐著眼簾用力不眨眼
無聊,沒事做就會無聊　沒有地方動手動腳悶到就快要發燒　嘿咻嘿咻沖冷水澡病毒弄掛了電腦　這下整個人都快要瘋掉喔喔　又被人吐槽也許是我　不夠屌　待在家裡沒有人找也許新聞　鬧太少　喔喔不換音樂　換大腦　改變節奏換一種心跳(這種tempo) 不會老　剛剛好  在  吵什麼吵　讓音樂當掉每個人都　吞了火藥炒一起炒　嫌八卦太少通通　你胡說　我八道　喔無聊吵什麼吵　讓音樂當掉故事編的太遜　大家都受不了炒拼命炒　就自然發酵到底誰無聊
熟能生巧,醒著像睡著　躺著像思考　晨昏顛倒感情太單調　竟然是煩惱　如何是好也許來陣風雨　花謝滿地　黯然神傷的困擾可以刺激那顆　渾渾噩噩失去了烈火　激情的大腦吹風就感冒　淋雨就發燒　有愛就好＃我不再逃　空虛日子　這一路都在熬　也許愛情就是熟能生巧　妳絕對想不到我多渴望　讓生活染上一些顏料　是紅橙黃或藍靛紫都好  在  　一圈一圈的圍繞　終於能自在的坦誠說愛你　火一點就燃燒怎麼刺激那顆　渾渾噩噩失去了烈火　激情的大腦吹風就感冒　淋雨就發燒　有愛就好Repeat ＃,＃,＃火一點就燃燒
獨白,是誰需要殺手殺手是一種死神的存在嗎可以決定人的生死  在  而又是誰來決定殺手的生死另一個殺手嗎　還是愛殺手還有心嗎　能愛嗎
獨舞,你聽過的傳說 是我 也都不是我別問我為什麼 過著這樣的生活如果你想要懂 在我身後馱著的夢太多寂寞無法訴說你眼裡頭的我 練就了一身冷漠你看不見的我 手心緊握著脈搏如果你想要懂 為何成為現在的我太多故事無法訴說看春夏秋冬 度過看日月山水 起落我抓緊了我的軀殼 拿出了我的靈魂忽視了我的體溫 遺忘了我的出身一天一天 一夜一夜一年一年 一歲一歲 這樣活世界這麼大 我獨自一個人走我選擇了什麼 有我自己的理由失去了什麼 守護的值得不值得有些話我對自己說今夜 有緣才能相聚  在  看過太多好壞 這一路走來獨舞 荒蕪中無盡吶喊 啊⋯⋯看見了我的冷漠在面具的背後 熱情依然在洶湧若你想要懂 為何成為現在的我太多故事無法訴說看春夏秋冬 度過看日月山水 起落我抓緊了我的軀殼 拿出了我的靈魂忽視了我的體溫也遺忘我的出身一天一天 一夜一夜一年一年 一歲一歲 這樣活你聽過的傳說 是我 也都不是我別問我為什麼 選擇這樣的生活若你想要懂 在我身後馱著的夢太多寂寞無法訴說太多寂寞怎麼訴說太多寂寞也不必說[ti:獨舞][ar:][al:和自己對話][by:GetNoTogether]
現在的我和她,請不要再說，你越說越錯，已經没有話好說。失去了這段感情，却換來了自由天空。請不要再說，你已喝了太多。一切盡在不言中。大雨後會有彩虹，我相信你應該會懂現在的我和她，只剩下千萬沉默不說話  在  我開始覺得我有點傻，這一切是否值得嗎？現在的我和她，只剩下美麗回憶…算了吧⋯⋯我開始分不清是非真假，就讓我一個人…靜靜回家。我再也分不清是非真假，就讓我一個人…靜靜回家。[ti:現在的我和她][ar:][al:和自己對話][by:GetNoTogether]
生生,冷的 天色 你是否多穿一件呢星星 墜落 帶走我的思念 流浪成河煙火 泡沫 失去或擁有 都 由不得我抖著 雙手 拚命握緊啊 卻徒勞無功啊生生燈火 明暗無輒看著迂迴的傷痕 卻不能為你做什麼我恨我躲在永夜背後 找微光的出口生生你我 離別無輒每一道歲月的痛眼淚自答自問眼前是 永晝的顛坡冷的 臉色 是證明自己堅強了當我 寂寞 默念這世界不會 丟下我太多 太多 遺憾的後悔的 總是在失去了以後噢 為什麼 愛 越深越脆弱  在  生生燈火 明暗無輒看著迂迴的傷痕 卻不能為你做什麼我恨我躲在永夜背後 找微光的出口生生離別 息息不罷休你用時間告訴我在迷路的時候有你愛我 永夜也是永晝原諒我 陪著我 當我 困在沙漠渴望綠洲會好的 會過的 看我 咳 用力咳出了心痛生生不息 你和我倒數迂迴的傷痕 輕輕哼著喜怒哀樂 等等我在永夜的寒冬 牽著你的雙手生生 yeah 誰不會再丟下我在迷路的時候 我記得 會找到的在永夜的背後 擁抱傷口 永恆的出口
由你選擇,我要選擇我自己既選擇 我要把達我自己既表白選擇企或選擇坐 選擇錯我都選擇過今天你做了甚麼 明天你要做甚麼要往前走還是往後 要往左還是往右我的每一步該怎麼走 有誰在等候一路向前走來到十字路口 Wo 把所有阻礙拋在腦後不管你是哪一個 哪個都阻擋不得我用自己的選擇 讓我發光發熱不滿意我又如何 為甚麼要聽你的我行我素的風格 就是忠於我選擇RAP:係個宗教 定個書包 令你安全 覺得可靠冇人敢考 冇人敢教 你一生 你去調教從前的懵懂可笑 未來的沒人知道等待擁抱還是尋找 要咆嘯還是禱告只有我最清楚我的需要 不用指教我是我自己生命中的主角 讓夢想在我胸中燃燒------------------------------------------------由你選擇 + 農夫FAMARAP:我要選擇我自己既選擇我要表達我自己既表白選擇企或者選擇坐選擇錯我都選擇過  在  今天你做了什麼明天你要做什麼要往前走還是往後要往左還是往右我的路每一步該怎麼走有誰在等候一路向前走來到十字路口把所有阻礙拋到腦後CHORUS:不管你是哪一個哪個都阻擋不得我用自己的選擇讓我發光發熱不滿意我又如何為什麼要聽你的我行我素的風格就是忠於我選擇RAP:繫個宗教 定個書包令你安全 覺得可靠冇人敢考 冇人敢教你一生 你去調教從前的懵懂可笑未來的沒人知道等待擁抱還是尋找要咆哮還是禱告只有我最清楚我的需要不用指教我是我自己生命中的主角讓夢想在我胸中燃燒
當你(Whenever),如果有一天 我回到從前回到最原始的我 你是否會覺得我不錯如果有一天 我離你遙遠不能再和你相約 你是否會發覺 我已經說再見當你的眼睛 瞇著笑 當你喝可樂 當你吵我想對你好 你從來不知道 想你 想你 也能成為嗜好當你說今天的煩惱 當你說夜深 你睡不著我想對你說 卻害怕都說錯 好喜歡你 知不知道如果有一天 夢想都實現回憶都成了永遠 你是否還會 記得今天如果有一天 我們都發覺 ( 我們都發覺 )原來什麼都可以 我們是否還會 停留在這裡  在  當你的眼睛 瞇著笑 當你喝可樂 當你吵我想對你好 你從來不知道 想你 想你 也能成為嗜好當你說今天的煩惱 當你說夜深 你睡不著我想對你說 卻害怕都說錯 好喜歡你 知不知道也許空虛 讓我想得太多 也許該回到被窩夢裡會相遇 就毫不猶豫 大聲的說我要說當你的眼睛 瞇著笑 當你喝可樂 當你吵我想對你好 你從來不知道 想你 想你 也能成為嗜好當你說今天的煩惱 當你說夜深 你睡不著我想對你說 卻害怕都說錯 好喜歡你 知不知道當你的眼睛 瞇著笑 當你喝可樂 當你吵我想對你好 你從來不知道 想你 想你 也能成為嗜好啦 ~ ~ ~ 啦 ~ ~ ~我想對你說 卻害怕都說錯 好喜歡你 知不知道～～～ 
